,sentences_with_emoji,sentiment
9613,@USAirways hello??? Anyone there? 😄 😊 ☺,negative
9614,@USAirways forced sections 4 and 5 to check their carry on. would have packed differently to check my bag. Why even allow it? #pissed 😡 😠 😤,negative
9615,"@USAirways Raleigh to Chicago and no #firstclass upgrade. Must be flying AA 'the screw USAir Elite, after we bailed them out' Airline 😡 😠 👍",negative
9616,"@USAirways flt 419. 2+ hrs Late Flight, baggage + 1 more hr. Now I see they delivered my suitcase wet inside &amp; out. #NotHappy 😡 😠 😄",negative
9617,@USAirways then she had to get her own hotel so ur agents did nothing to help and to top it off you sent her luggage on the wrong flight!!! 😡 😠 😂,negative
9618,"@USAirways so she has to take a Late Flightr flight booked by her corporate (Disney) travel dept, as your agent offered little help 😉 😜 😄",negative
9619,@USAirways your computer system went down ok that is understandable but the agents make it worse by not helping her or anyone else 😡 😕 😠,negative
9620,"@USAirways as the employee responsible for social media content, yes u probably do care however the actions from last night say otherwise 😉 👍 😜",negative
9621,@USAirways Flight gets in 30 minutes early and all goodwill gone when bags aren't here 45 minutes Late Flightr 😡 😠 😤,negative
9622,"@USAirways. wow, awful customer service. 😡 😠 😑",negative
9623,@USAirways merging with American will negatively affect your quality and integrity. I will no longer fly with you because of it. 😡 😠 ✌,negative
9624,@USAirways How many agents do you have working to handle the thousands of calls? 😉 👀 😜,negative
9625,@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE;)🙏🙏🙏 🙏 💛 💓,positive
9626,@USAirways flight 435 is delayed so will miss connecting flight 457 can you please help with alternate? Thank you. 😢 😊 😄,negative
9627,"@USAirways 4469, thank you for asking. 😊 ☺ 💓",neutral
9628,@USAirways three hour wait and counting waiting for reservations on the phone. Are you serious!? 😡 😠 😑,negative
9629,@USAirways on a happy note our 719 crew is wonderful. Can't say enough great things about our pilot. He's doing all he can for us. 👍 😄 😉,positive
9630,@USAirways What a mess caused by the computer systems. Flight 719 in 3 hours Late Flight and now no gate for us. Est 26 min wait. 😡 😠 😤,negative
9631,"@USAirways Storm or no storm, your customer service is a joke. 6 hour wait time to speak to someone? I will never fly your airline again. 😡 😠 😤",negative
9632,@USAirways you guys have my luggage in San Jose and were supposed to deliver it to my hotel hours ago!! Please contact me. 🙏 😢 😭,negative
9633,@USAirways I've flown 6 figured worth of miles in my lifetime.  This was my first and last ever flight on US Airways 👍 😉 😬,negative
9634,@USAirways pls get me back to Tallahassee:( no one should ever have to be stranded in Gainesville for this long😒 😢 💔 😞,negative
9635,@USAirways your a miserable airline and your loss of revenue is a reflection of that.  Go extinct.  A merger only delays the inevitable 😡 👍 😠,negative
9636,@USAirways What was the point of the merger?  Why not just go out of business if your not turning a profit anymore? 😕 😉 😜,negative
9637,@USAirways I love how just to give feedback to this link I have to fill out all my personal info on a form.  You guys are the best :) 👍 💛 💓,negative
9638,@USAirways Finally got ahold of an Agent after another hour. Thanks for the follow up.  Recommend a call back feature. 👍 😎 👏,negative
9639,@USAirways IS THIS RINGLING BROTHERS BARNUM AND BAILEY???  SHOULD I KEEP MY EYES PEELED FOR THE CLOWN CAR??? 👀 🙈 😎,negative
9640,@USAirways not to mention the fact that my flight was delayed BECAUSE YOUR COMPUTERS WERE DOWN 😡 😑 😠,negative
9641,@USAirways cannot add my frequent flyer number on your website.  Can you help? 🙏 😢 😬,negative
9642,@USAirways how do I get off my plane and wait over an hour and a half to speak to someone about reFlight Booking Problems? 🙈 😡 😠,negative
9643,"@USAirways Please don't trivialize me.  This is a joke, not a slow day or slow experience 😡 😠 😢",negative
9644,@USAirways And how do you only have 1 agent at PHX customer service desk when an hour ago the line was over 100 people long? 😡 😠 😑,negative
9645,@USAirways sorry doesn't help.  It's midnight PST.  How in the hell am I still on hold after 90 minutes on customer service line? 😡 😠 😑,negative
9646,@USAirways Like I thought this was America.  When did US Airways start operating under the rules of communist Russia? 😕 😐 😡,negative
9647,@USAirways you guys should be nice and just give your routes to jet blue and southwest.  At least they treat their customers properly. 👍 😉 😄,negative
9648,@USAirways But nope!  Apparently this is the way you guys do business!  I guess I'm flying southwest and her blue from now on. 😉 😜 😳,negative
9649,@USAirways I keep thinking this is a massive practical joke and someone is gonna appear out of thin air and take me to Reno tonight. 😡 😠 😬,negative
9650,@USAirways there's over 50 people in line and only one agent! 😉 😜 😡,negative
9651,"@USAirways And by the way, I'm planning it while I've Ben waiting in the line at customer service in PHX...for over an hour! 😡 😠 👍",negative
9652,"@USAirways Already planning my local boycott for Washington, D.C. Area. 👍 😉 😎",negative
9653,@USAirways I can legitimately say that I would have rather driven cross country than flown on US Airways. 😉 😜 😬,negative
9654,@USAirways and despite the fact I see you answering all these people on twitter with mundane qs you refuse to answer me! 😠 😡 😤,negative
9655,"@USAirways you guys are the worst airline I've ever dealt with.  No notifications, no keeping customers updated.  Terrible service 😡 😠 😤",negative
9656,@USAirways hey guys!  Thanks for answering me and thanks for keeping me on hold for an hour on customer service at 12 pm PST! 👍 😊 😄,negative
9657,"@USAirways @PDQuigley any progress? Good luck, Patrick! 👍 💪 😉",neutral
9658,"@USAirways @landonschott he's fine, he really likes picking his own seat.... 😉 😂 😜",positive
9659,@USAirways is the worst airline to ever travel with. 😡 😠 🙅,negative
9660,"@USAirways has to be the most lazy, inconsiderate, and unprofessional airline that I have ever traveled. 😡 😠 😑",negative
9661,@USAirways Do you have any pride in your service? Any concerns for my wife and everyone else on that flight? Or you just don't care????!!! 😜 😉 😕,negative
9662,@USAirways now U horrible people say you have no where for her to sleep? 😂 😑 😴,negative
9663,@USAirways who's in charge of your company? My wife missed her connection to CA you sent her luggage on another flight 😉 😡 😜,negative
9664,@USAirways the call hung up on me.. 😒 😑 😔,negative
9665,@USAirways got this message on your site to call about my flight - just gave up after being on hold for 3 HOURS! http://t.co/5cDX2ROAE6 😡 😠 😖,negative
9666,@USAirways #usairways lost a passenger today for not upholding their promise of excellent customer service!!! 👍 😡 👏,negative
9667,@USAirways yet again your staff in Philadelphia  failed to send my luggage home with me. #alwayshappensthere #angrytraveler 😡 😠 😢,negative
9668,@USAirways  ok my 4th try today....giving up at 12.45am after 138 minute hold time. #terrible http://t.co/Ps9Q9RPSiL 😡 😠 🔫,negative
9669,Number or email? That's the purpose of sending you a tweet? @USAirways 👀 😳 😉,negative
9670,@USAirways Thank you. I'll do that next time! 😊 ☺ 😄,positive
9671,@USAirways it still says that I can't check into my flight because the information is incorrect but everything is entered correctly 😅 😕 👍,negative
9672,@USAirways this says it was estimated to leave an hour ago (it hasn't left yet) so thanks for this useful information. #TheWorstAirline 👍 😉 😡,negative
9673,@USAirways your customer service is horrendous. Between the way employees speak customers and their lack of care for problems with flights. 😡 😠 😤,negative
9674,@USAirways had mom sit for 3 hours waiting for a flight they ultimately Cancelled Flighted to give her a Tuesday morning flight...no compensation. Ugh 😡 😠 😤,negative
9675,@USAirways does anyone from your airline know how to do their job? 😉 😬 👀,negative
9676,@USAirways Has To Be THE WORST Airline Of All Time😡😡😡 🙈 😷 😡,negative
9677,@USAirways denied me standby bc of checked bag in cvg 5163 to Phl @ 6..so I had to take delayed 3751 4 hrs Late Flightr...except u lost bag in cvg 😡 😢 😠,negative
9678,@USAirways you reminded me today why I fly @SouthwestAir 😎 💁 😂,negative
9679,@USAirways looks like our bag has been rescued. Thanks! 👍 😊 😄,positive
9680,@USAirways .... I've been trying to get through to book a reservation and the system will not let me through. Day 3 #ridiculous 😡 😠 😤,negative
9681,@USAirways you are the worst. 😠 ✋ 😑,negative
9682,@USAirways making folks run from gate C29 to A18 to B11 with NO EXPLANATION and zero carts to transfer elderly and handicap. #PHL 😡 😠 👍,negative
9683,@USAirways have been waiting in an airplane for a total of 3 hours to take off between 2 flights today...this usually doesn't happen... 😡 😠 😬,negative
9684,@USAirways not given option for new flight! Why can't we get a plane PHL-MIA? 20years as an #eventprof this is worst travel experience ever 😡 😠 😢,negative
9685,@USAirways doesn't let u do stand by on flight due to checked bag causing u to get in 5 hours Late Flightr only to get to PHL &amp; bag didn't make it 😡 😠 😜,negative
9686,@USAirways and @AmericanAir aren't as merged as the marketing departments would have us believe. Maybe @Delta or @united can get me home? 😉 😜 😄,neutral
9687,"@USAirways absolutely worst experience of my life at PHL. 6 hrs, 1 failed departure, 3 gates, and ZERO communication or help!! 😡 😖 😠",negative
9688,"@USAirways @AmericanAir as soon as I call customer service to speak to a representative, I am disconnected 😡 😢 😠",negative
9689,"@USAirways @AmericanAir have been trying to call customer service since 9pm. After an hour, was disconnected. Spoke to no one 😡 😠 😕",negative
9690,@USAirways give us no information and an attitude. ✋ 🙅 😠,negative
9691,@USAirways Looking for some help to recover an item I left on an airplane this evening 👍 😉 😬,neutral
9692,@USAirways attendants at the gate. Enjoyed watching the other flight to our destination take off before having a horrible attendant give us 👍 😉 😄,negative
9693,"@USAirways now has stranded is in #Miami without updating any of the departure boards, and once they Cancelled Flightled the flight there was no... 😡 😠 😢",negative
9694,@USAirways you are absolutely terrible at managing these delays... Been delayed and undelayed and delayed 6 times now. 10 AM office hours. 😡 😠 😤,negative
9695,"@USAirways @AmericanAir have the most rude, unreliable, horrible company with equally rude, unreliable and horrible employees. Stay tuned. 😡 😠 👍",negative
9696,"@USAirways #PHL why does it take an hour to offload bags, especially after taking 30+ min to get a jetway to get off plane after landing? 😡 😠 😤",negative
9697,"@USAirways flight #703 Philly -&gt; Mia? Bwahahaha! Delayed 5+ hrs, were in the air 30 mins then turned back around. #usairwaysfail 😜 😡 👍",negative
9698,@USAirways I'm tired of paying for luggage &amp; less than stellar customer service @AmericanAir. #notafanofyourmerger 😡 😠 👍,negative
9699,@USAirways have you heard about the debacle at DCA? What is happening with our New Orleans flight? #wewanttoknow 😢 😳 😬,negative
9700,@USAirways I think it's a little weak sauce you have zero inflight entertainment for a 4 hour flight from Salt Lake to Philadelphia 😜 😉 😕,negative
9701,"@USAirways we flew out, through and into good weather. when we landed,  another technical issue with gate. improve service or lose customers 👍 😡 😠",negative
9702,"@USAirways - is stranding your customers, not reFlight Booking Problems them, and then not answering the phone the way you treat Platinum members? 😡 😠 😕",negative
9703,@USAirways I made a reservation online but I didn't receive any confirmation email. My bank said the transaction went through. Can u help? 😢 😕 😞,negative
9704,@USAirways This is the worst flying experience of my life. Flight scheduled for departure at 5:44pm from Phl. 5+ hrs Late Flightr guess where I am? 😡 😖 😠,negative
9705,@USAirways Have you issued a Memphis travel advisory for tomorrow? Winter weather coming through now. 👍 😬 😎,neutral
9706,@USAirways any update on this flight?It's more than three hours delayed. Thank you. 😡 👍 😠,negative
9707,"@USAirways @AmericanAir you should partner w/ a different hotel in PHL, the clarion is proving to be very difficult &amp; not customer friendly 😡 😠 😕",negative
9708,@USAirways truly dissapointed when our flight is delayed and going to miss connection that we are expected to rebook our own flight???????? 😢 😞 😡,negative
9709,"@USAirways - you kind of screwed my day up, at least it was outbound, but you did save it by stranding me in a @RenHotels @MarriottRewards 😉 👍 😜",negative
9710,@USAirways nightmare trying to get to Costa Rica from PHL today. Stuck in Miami and no one answers at 800 number. 😡 😠 😞,negative
9711,@USAirways @PeterPiatetsky Ummmm I think US Air's computers@were@down for hours - my flight is 3 hours Late Flight. 😡 😠 😬,negative
9712,"@USAirways comedy of errors continues..."" We can't get into our gate, there is a broken down truck in the way"" #fail 😡 😠 😞",negative
9713,@USAirways Instructions say to CALL. I'm just doing what it said to do. 😉 👍 😜,negative
9714,@USairways Since I am a loyal USAir customer I am sure that they will make this up to me-right now I want to get home &amp; back to work. 😡 😠 😢,positive
9715,@USAirways The fact we did not get notified hindered our ability to look for alternate flights before they were snapped up. 😡 😠 😑,negative
9716,@USAirways you're really fudgin up with all these delays 😡 #justwantmybed 😠 😡 😑,negative
9717,"@USAirways Just discovered that they billed us $300 for the rescheduled flight, which cost me a second day of lost work. 😡 😠 😑",negative
9718,@USAirways Today USAir Cancelled Flightled our rescheduled flight &amp; did not notify us except possibly to our home phone-not helpful since we are in CO 😡 😠 👍,negative
9719,@USAirways and I can't get through on any phones 😡 😠 🔫,negative
9720,@USAirways Thanks for ruining my last night of vacation because I have to worry about my flight because y'all don't have record of it 😡 😠 😑,negative
9721,"@USAirways - Janet &amp; my DEN-PHL  flight Cancelled Flightled Saturday, USAIR rescheduled automatically &amp; notified us by email at no additional cost. 😡 😠 😢",positive
9722,"@USAirways after 2 hrs of trying to reach real human, finally did and been on hold for 1:36 hrs for out of synch reservation. 😡 🔫 👍",negative
9723,@usairways @usair   idiots took our plane &amp; gave it to someone else. Fudgers!!!! Flight 799 from Philly to Orlando 😡 😠 😤,negative
9724,@USAirways Missed flight. Rude CSR. No flight till Tuesday. No answer on twitter. Help me out with a RT @pattonoswalt you're my only hope. 😢 😞 😔,negative
9725,"@USAirways delayed 2.5 hours @longbeachairport trying to get to @PHXSkyHarbor; give us an update, please??? 🙏 😢 😭",negative
9726,@USAirways @PHLAirport always nice when a customer service manager threatens customers standing in his understaffed lines for the last hour 👍 😡 😉,negative
9727,@USAirways - just passed the 3 hour mark #onholdwith you for THIS call.  Gave up after 2.5 this morning. 😡 😠 👍,negative
9728,"@USAirways What is with your lost &amp; found.  My wife lost her phone in Philly, &amp; followed your web instructions to call an 800#.  No answer. 😡 😠 😢",negative
9729,"@USAirways Can you help with a seat assignment?  5 people flight 694, PHX to HNL, seats are split up.  Anything you can do will be great. 👍 😊 😄",neutral
9730,@USAirways follow/dm please 🙏 💜 💖,neutral
9731,@USAirways - have dinner reservations in a few minutes -- and I've been trying to get through to you since BREAKFAST. #onholdwith 😉 😜 👍,negative
9732,"@USAirways CLT, please send more than one cust svc rep to your cust svc counter to assist a line out the door. http://t.co/v24QNp3DOi 👍 😡 😄",negative
9733,@USAirways help! I've been on hold for almost two hours. Trying 2 get home. 😫 😖 😣,negative
9734,"@USAirways  ""please call Late Flightr"" is not acceptable - but neither is being on hold for 5+ hrs #onholdwith 😡 😠 😤",negative
9735,@USAirways been sitting at gate for over 25 min on us 728! What gives??? 😡 😠 😤,negative
9736,@USAirways - I wouldn't need to wait on hold for 6+ hours if your website worked correctly - please respond! 😉 👍 😜,negative
9737,"@USAirways - how do I get an answer to my question?  Holding for hours , after 6x getting your message just said you aren't taking calls. 😡 😠 😐",negative
9738,@USAirways why the hell did you overbook a plane when you knew people actually had seat assignments. #inept #uncaring #piss poorplanning 😡 😠 😑,negative
9739,"@USAirways worst service at Reagan Int. I rarely post about a company or service, but I am so annoyed. Not weather reLate Flightd…incompetence. 😡 😠 😤",negative
9740,@USAirways - been on hold for more than 2.5 hours - this after not getting through after 2 hours on hold this morning with no answer - help! 😡 😖 😣,negative
9741,@USAirways So far....my phone wait time is longer than @ABCNetwork's #Oscars coverage. #WhatCustomerService 😉 👍 😡,negative
9742,"@USAirways Chairman Preferred with 518,758 lifetime miles. What is my US Air reward, no #firstclass upgrades on @AmericanAir as usual. 👍 😉 😜",negative
9743,@USAirways Flight 4424 operated by @FlyRepublicAir (N813MA) arrives at @FlyTPA following flight from Reagan National http://t.co/OSc9OFlol3 👍 🙏 😊,neutral
9744,@USAirways 45 minute delay for take off and 30 minute wait for checked bags? Really? 😑 😡 😠,negative
9745,@USAirways I've been on hold for 90 minutes. This is terrible customer service. You messed up my reservation! http://t.co/oyLgeao7Y8 😡 😠 😤,negative
9746,@USAirways why won't you help me get my luggage back? I'm a teen trying to change the world in DC #Flight5182 #usairways 😢 💔 😭,negative
9747,@USAirways Southern Hospitality luggage delivery service from SAV is AWFUL. Great @ delivering empty promises but not luggage #8hrs&amp;waiting 😡 😠 👍,negative
9748,@USAirways 1st flight with U.S. Air Plane had mechanical issues. Wait 90 minutes for help from customer service. No help from management 😡 😠 😕,negative
9749,"@USAirways  flight missed due to mech issue. No food voucher, transported to different airport, no rental reimbursement 😡 😡 😢 😠",negative
9750,@USAirways @PHLAirport we don't control your stupidity in not having room to have a plane come in. You better not mess with us now. 👊 😠 😡,negative
9751,@USAirways  Interesting you forward compliments but never complaints!  World's worst airline #GoingForGreatnessFAIL 😉 😠 😡,negative
9752,"@USAirways - flights 4500 AND 403 delayed for ""crew availability?""  What gives? I'm getting to TPA 2.5 hrs past my scheduled arrival. 😡 😠 😕",negative
9753,"@USAirways how is it that the airport (DCA) and the airline mess up our flights, but also will not cover our hotel costs? At DCA for 5hrs... 😡 😠 😕",negative
9754,@USAirways in line for 90 min after mechanical issues caused me to miss my flight. 1 rep for 20 upset people. http://t.co/XFWXsRwkHa 😡 😠 😢,negative
9755,@USAirways the entire flight crew on flight 738 from BOS to PHL is doing a wonderful job and making this experience not totally suck. 😊 👍 👏 😎,positive
9756,@USAirways Can someone please answer my call. I have been waaaaaaiting!!! 😢 🙏 😞,negative
9757,@USAirways is holding my luggage hostage from flight 5182 😡 🔫 😅,negative
9758,"@USAirways @AmericanAir major issues getting out of Boston, but your crew has been exceptional. Let's see how things roll out in Philly. 👍 😉 😎",positive
9759,"I've been trying to set up my phone interview for days, and hoping the position won't be filled because the link doesn't work. @USAirways 😣 😞 😖",negative
9760,@USAirways do you have an email?? 😬 😁 😳,neutral
9761,"@USAirways - had to call to find out I was re-booked tomorrow, why ask for my number an email for day of info 😡 😠 😑",negative
9762,"@USAirways   US AIRWAYS DON'T CARE FOR CUSTOMERS. Worst experience today with US airways.. Myself, wife and toddler 😡 😠 😢",negative
9763,@USAirways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eQePkkPSXM 👍 😄 😊,positive
9764,"@USAirways your rude staff said"" I don't care that we are out of market place food you're going on vacation and I have to work"" nice huh 😠 😑 😡",negative
9765,@USAirways what happens to frequent flyer miles earned once merger is complete with AA? 😄 😬 😉,neutral
9766,@USAirways got off stand by list and on earlier flight to DCA. What is the status of my checked bag? Was supposed to be on #4047 thanks 😡 😠 👍,negative
9767,@USAirways why does this flight keep getting delayed Late Flightr and Late Flightr? 😡 😠 😢,negative
9768,@USAirways any idea when flight 703 to Miami will leave for a second time? 😬 👀 😁,neutral
9769,@USAirways I have contacted them but only got an automated response that won't give me the code. 😡 😠 😕,negative
9770,"@USAirways @GregWallace66 Yea, they will give you 5 cents on the dollar! 😉 😜 👍",neutral
9771,@USAirways Really a letter that says you will discuss serving drunks more drinks that doesn't help the current situation 😕 😜 😉,negative
9772,"@USAirways great, thank you! 😊 😄 ☺",positive
9773,@USAirways @AmericanAir so does that mean @AmericanAir that you might care about my sister be assaulted on one of your flights 😉 😜 😬,negative
9774,@USAirways on top of that a dozen ppl missed connections and you have ONE person at customer service? Abysmal! 😡 👍 😉,negative
9775,@USAirways it's not often that an airline is so easy to work with. I needed to change my flight time and the attendants at MKE made my day! 😄 😊 👍,positive
9776,@USAirways @AmericanAir how is it possible that someone is drunk they bring a wheelchair for them but you keep serving them 😂 😡 😐,negative
9777,"@USAirways your service at PHL is abysmal. An hour on the runway waiting for a gate, no information anywhere, missed my connection abysmal! 😡 😠 😉",negative
9778,@USAirways @AmericanAir  worst customer service ever how can you let people be assaulted on your flights and do nothing about it 😡 😠 😤,negative
9779,@USAirways @AmericanAir Not providing pilots for your flights: is this a new feature of your merger? #efficencies 😉 😜 😄,negative
9780,@USAirways do you know what flight the pilots for 1581 are coming in on? Thanks. 😊 😄 👍,neutral
9781,@USAirways so I guess you are ok with people being sexually assaulted on your flights nice customer service 👍 😉 😜,negative
9782,@USAirways PLEASE HELP need our plane to wait to go to #ELMIRA on Tarmac over an hr baggage took 45 and still not here thru customs 😡 😢 😠,negative
9783,@USAirways @AmericanAir USAIR #703 has returned to PHL due to issues with the fire detectors. What happens next? 😕 😉 😡,negative
9784,"@USAirways ur specialist said they would talk to the stewardess about not serving drunks drinks, REALLY how does that help 😕 😂 😳",negative
9785,"@USAirways what is wrong in Boston? Why are only your plains not leaving tonight? Son needs to get back to state college, PA 😢 😡 😠",negative
9786,@USAirways over two hours on hold to talk to an agent..then it disconnects me.  been trying for two days! Wtf! Hire some CSRs u make $ now 😡 😠 😤,negative
9787,@USAirways so you don't have a pilot now for #clt ✈ #ord for at least another hour. Why on earth would you board the plane? Makes no sense! 😡 😕 😠,negative
9788,@USAirways flight 2120. Please get us a flight plan already. How is this an issue in 21st century? 😡 😕 😢,negative
9789,"@USAirways #fail when the inbound flight arrives after the scheduled outbound departure, and still ""on time"" http://t.co/k0MHZrJF6e 😡 😠 👍",negative
9790,@USAirways thanks for three Cancelled Flightled flight and making us go from raleigh to charlote to lexington to philly. istead of raleigh to philly 😡 😠 👍,negative
9791,"@USAirways rant cont... To top it all off, rescheduled flight to TPA at 10:10 is already delayed. How can they be that bad? 😡 😠 😤",negative
9792,@USAirways Can you advise on what's happening with departure delays from CLT? 😕 😬 😡,negative
9793,@USAirways Can you provide me with info about checking strollers and car seats?  Costs?  Restrictions?  Need to bring 2 seats 1 stroller. 😬 🙏 😁,neutral
9794,@USAirways @AmericanAir. delay and mechanical issues on both my weekend flights. Ridiculous. Will tweet as long as we are delayed 😡 😠 😤,negative
9795,@USAirways Another great flight #FunFlightAttendants. Thanks for showing my dad wonderful customer service. #flt635 #LAX #PHX #SundayFunday 👍 👏 😊,positive
9796,@USAirways What is happening? Have been sitting in Philly for hours. Pls take care of Flight 759 to Chicago. At least least us know! #soLate Flight 😢 🙏 😞,negative
9797,@USAirways @PHLAirport can you pm me w answer if flt to 4278 is still on time. Been on ground over an hr w no gate. Need help. Pls 😢 😕 😞,negative
9798,@USAirways @PHLAirport how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent 😡 😠 😉,negative
9799,@USAirways @PHLAirport this is the reason I avoid @PHLAirport and @USAirways like the plague. Glad to see this merger is working well. #dumb 😷 😡 👍,negative
9800,@USAirways @AmericanAir Any word on accommodations for the passengers on US 746 when they arrive in Charlotte? Lot of tired passengers here 😴 😉 😜,negative
9801,"@USAirways @AmericanAir Thank you for a couple of easy, hassle free flights today, professional and friendly staff made everything easy! 👍 😄 😉",positive
9802,@USAirways hire smarter IT people if your systems keep crashing instead of some of the mooks you man some of these airports with. #goDelta 👍 😉 😜,negative
9803,@USAirways flight 614 keeps telling a few more mins to take off its been an hour. First time with you not the best #lies #brokenpromises 😡 😠 😬,negative
9804,@USAirways what is wrong with you guys and your inability to get planes in and out of Philly on time. Our pilot gave us a answer that was bs 😡 😠 😤,negative
9805,@USAirways you guys have to be the worst. We are flying into Philadelphia and have only two jetways available for an on time plane.#pisspoor 😡 😠 😖,negative
9806,@USAirways I have received two reservation check-ins for two different flights for my one flight tomorrow morning. Need assistance ASAP 😬 👍 😉,neutral
9807,@USAirways where's our luggage? Been waiting more than an hour! Flight 2118. 😡 😠 😢,negative
9808,@USAirways Cancelled Flightled the last part of a ticket and am confused from the email I received whether value remains. Is there someone I can ask? 😕 😡 😢,neutral
9809,@USAirways You suck in Philadelphia.  Let us off this plane! #phl 😠 😡 😜,negative
9810,"@USAirways @AmericanAir pissing off thousands of East coast customers.  When the delay is longer than the flight,  you = fail 😡 😠 👍",negative
9811,@USAirways please have your people hold flight 599 from Phoenix to San Jose.  We pulling up to the gate! Scheduled to depart at 5:40 👍 😬 😡,neutral
9812,@USAirways 2 hours and counting. ..what kind of travel voucher do I get for this?? 😜 😬 😳,negative
9813,"@USAirways we've been waiting at the gate for 2 hrs, why are we now waiting to stow the luggage? 😡 😠 😑",negative
9814,"@USAirways That's 1h 10m waiting to get my bag, 1h40m of flight delays, plus the 2hrs of delay I had on the way out. Never flying you again. 😡 😠 👍",negative
9815,@USAirways #stuck in Florida with no flights... Service sucks here. #nofood #nodrinks #nohelp 😡 😠 😢,negative
9816,"@USAirways - why can't the gate agent on flight #759 provide an update? Seriously, this is ridiculous how long people have been waiting 😡 😠 😤",negative
9817,@USAirways your IVR hung up on me because of high call volume? I need help. Call me 😡 😠 😑,negative
9818,"@USAirways A tweeted apology is not enough for delay fiasco. NONE for insult from gate agent is worse. Except for Mark N., all bad at CLT. 😕 😡 😠",negative
9819,"@USAirways sorry, we are in Philly. Should've told you that. 😕 😉 😬",neutral
9820,@USAirways pilot for flight 729 didn't show until after departure ⌚️ &amp; now there's a broken computer. Next time flying @United. #ALWAYSLate Flight 😡 😠 😢,negative
9821,@USAirways pilot says that we are going to take off in 10 minutes. So maybe the systems came back online? 😉 😬 😁,neutral
9822,@USAirways it's flt 4827 to ELM - still no gate and still have to make it thru customs 😡 😕 😢,negative
9823,@USAirways @AmericanAir According to your costumer support your website is holding my money hostage and you cant do anything about it.. 😡 😠 😐,negative
9824,"@USAirways any way to tell our gate we are going? Stuck on tarmack, int'l flt FLT 878 going to ELM Gate F6 😢 😬 😡",negative
9825,"@USAirways sucks. Delayed my mom's flight 2X, Cancelled Flightled it, delayed her flight again today,all for mech. issues.She had 2 sleep in airport! 😡 😠 😞",negative
9826,@USAirways when your routing system goes down which grounds all your long haul flights you should think about a #failover plan 👍 😉 😜,negative
9827,@USAirways @Truthh4 they didn't give you the wifi password? Smh 😑 😒 😪,negative
9828,@USAirways @AmericanAir Sitting at the gate on Flight 719 for an hour due to computers being down. What backup plan is in place for this?? 😡 😠 😕,negative
9829,@USAirways ...was Cancelled Flightled and now I need to locate my baggage 😢 😫 😭,negative
9830,@USAirways I need help locating my bag. I arrived in Denver last night at midnight from charlotte but my  8am flight to Hayden/steamboat 😢 😞 😣,negative
9831,@USAirways #555PHLtoSLC this is happening now. 😬 😳 👍,neutral
9832,@USAirways what is going on with the computers? Why is my flight grounded? Why does your airline suck so much? #UnansweredQuestions 😡 😠 😤,negative
9833,@USAirways @AmericanAir 2hrs Late Flightr finally taking off😂😂😂 👍 👏 🙌,negative
9834,"@USAirways holding your passengers hostage during your computer crash is not customer friendly, let us off the plane or get us moving 😡 😠 👍",negative
9835,@USAirways been on hold for over and hour now. 😑 😡 😠,negative
9836,@USAirways pilot tells me that all @AmericanAir and US Airways flights across the country have stopped due to a computer system failure. 😡 😠 👍,negative
9837,@USAirways Flt 4609 landed over half an hour ago. Not a single bag yet on the baggage claim. Hate you so much right now. 😡 😠 😤,negative
9838,@USAirways @AmericanAir will one of you please answer the phone? 🙏 😉 😜,negative
9839,@USAirways no word on delay reasons @LGB but Twitter is aflame with flight tracking computer crash. Rumors. True or Not? 😡 😕 😠,negative
9840,"@USAirways stuck at the gate in Charlotte, NC waiting for ""release papers"" and a fix for a broken computer system. 😡 😠 😞",negative
9841,@USAirways Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed? 😡 😠 😕,negative
9842,@USAirways not Cancelled Flightling #837 because you don't want to put us in a hotel for night is our guess 😉 😜 💁,negative
9843,@USAirways can I get a beer please. Flight #1715 🙏 👍 😜,neutral
9844,@USAirways really? 8 hr delay in Virgin Island and not even a food voucher. 😑 😡 😠,negative
9845,@usairways the. Worst. Ever. #dca #customerservice 😖 💔 😷,negative
9846,@USAirways 2nd February in a row- stranded us when we try to return from Cancun! No contact info- no way to rebook! #badcustomerservice 😡 😠 😜,negative
9847,@USAirways printer problems causing us to sit on the runway for 45 mins. Get it together. 😡 😠 😑,negative
9848,@USAirways nothing like back to back delayed flights let hope this one isn't 12 hours like the last time. 😡 😞 😢,negative
9849,@USAirways can you please help me find my luggage since you're the one who lost it? Your customer service SUCKS. 😡 😠 😢,negative
9850,@USAirways What is happening at Reagan Airport DCA? Long lines and four people working checkIn! #unhappy #DCA 😉 😜 👍,negative
9851,"@USAirways @AuroraBIZ check your bag, @PHLAirport bag handlers broke into my suitcase and stole my camera, bag was returned in a trash bag 😡 😠 👍",negative
9852,@usairways hopefully your crappy service improves as u become @americanairlines #angryairtravel #winterstorm 👍 😉 😜,negative
9853,@usairways 2 people working the counter at #dca? Massive lines. Poorly played. #winterstorm 😡 👍 😕,negative
9854,@USAirways what's going on in CLT? 👀 😳 😉,neutral
